timestamp,open,high,low,close,volume,currency_volume
2025-04-13 04:30:00,85025.9,85045.6,84645.0,84787.4,573.22699239,48603137.87223365
2025-04-13 04:45:00,84787.4,84890.2,84500.0,84620.1,568.4541858,48135439.86376861
2025-04-13 05:00:00,84620.1,84780.5,84470.0,84472.3,475.17545397,40221739.31406674
2025-04-13 05:15:00,84480.0,84663.6,84427.2,84647.3,453.14813636,38320111.4494868
2025-04-13 05:30:00,84647.3,84800.7,84580.3,84753.7,486.10729552,41166638.451857544
2025-04-13 05:45:00,84757.9,84766.5,84368.1,84510.2,1014.61491133,85713153.9203974
2025-04-13 06:00:00,84510.2,84759.6,84428.6,84640.1,564.50386543,47771421.96221745
2025-04-13 06:15:00,84651.9,84747.4,84532.0,84699.8,418.9953565,35456105.53730771
2025-04-13 06:30:00,84698.5,84797.3,84685.9,84752.0,248.13077804,21029741.95055776
2025-04-13 06:45:00,84752.0,84851.0,84573.3,84605.0,314.82713487,26671312.876607332
2025-04-13 07:00:00,84605.1,84769.8,84251.0,84769.8,358.5242909,30360419.61469281
2025-04-13 07:15:00,84770.0,84783.1,84638.8,84689.9,381.32757136,32302444.10048732
2025-04-13 07:30:00,84689.9,84720.0,84456.0,84467.9,319.36739841,27010667.46874785
2025-04-13 07:45:00,84467.9,84557.9,84413.9,84420.2,285.12697276,24090642.95385156
2025-04-13 08:00:00,84418.0,84445.4,84278.0,84304.9,291.79688192,24608006.304677486
2025-04-13 08:15:00,84304.8,84538.4,84296.7,84538.0,459.93751789,38844504.993678994
2025-04-13 08:30:00,84538.0,84625.9,84466.8,84555.7,271.21041845,22926994.160741925
2025-04-13 08:45:00,84555.7,84700.0,84533.5,84678.1,472.05098845,39945139.25856134
2025-04-13 09:00:00,84678.1,84800.0,84578.7,84591.4,457.656098,38744662.24354071
2025-04-13 09:15:00,84591.4,84777.8,84509.9,84769.1,311.4973455,26362857.394022167
2025-04-13 09:30:00,84769.1,84921.9,84691.4,84890.1,478.33252231,40548090.41842337
2025-04-13 09:45:00,84890.0,84948.1,84800.0,84912.9,400.43901626,33989971.762373514
2025-04-13 10:00:00,84912.9,84955.9,84743.9,84821.3,515.32987741,43731338.429913454
2025-04-13 10:15:00,84821.3,84834.8,84527.0,84556.4,504.48897715,42716219.72004958
2025-04-13 10:30:00,84556.4,84686.7,84505.2,84606.7,408.90629051,34600213.13999926
2025-04-13 10:45:00,84606.8,84764.1,84596.7,84692.0,266.86080819,22599479.15186817
2025-04-13 11:00:00,84692.0,84773.5,84654.1,84711.9,242.59274524,20551309.891297344
2025-04-13 11:15:00,84711.9,84711.9,84256.3,84484.0,464.76914761,39242457.635045834
2025-04-13 11:30:00,84474.0,84495.8,84193.2,84443.7,457.58610765,38620777.539544895
2025-04-13 11:45:00,84445.5,84520.8,84077.2,84520.6,535.92494622,45225928.89242472
2025-04-13 12:00:00,84520.6,84631.8,84378.3,84631.8,391.79727865,33111796.37290621
2025-04-13 12:15:00,84631.7,84689.8,84245.6,84274.6,502.01472348,42385321.90532848
2025-04-13 12:30:00,84254.8,84489.7,84230.8,84372.0,557.78290724,47051627.06751455
2025-04-13 12:45:00,84371.0,84466.6,84316.0,84446.5,383.40009467,32358422.248362686
2025-04-13 13:00:00,84457.1,84608.0,84222.2,84560.7,779.9250897,65898508.87103124
2025-04-13 13:15:00,84560.7,84579.3,84064.5,84080.0,754.51824585,63600937.88752076
2025-04-13 13:30:00,84080.0,84269.6,83735.2,83748.0,746.4164852,62737479.1372157
2025-04-13 13:45:00,83746.1,83869.0,83480.0,83564.9,893.79076103,74778955.54240434
2025-04-13 14:00:00,83565.0,83894.0,83461.3,83775.3,916.04951388,76689612.90008138
2025-04-13 14:15:00,83773.0,83893.9,83662.7,83866.2,681.22797886,57052316.16413145
2025-04-13 14:30:00,83866.2,84140.0,83775.8,84019.9,616.48315164,51788720.47120167
2025-04-13 14:45:00,84041.9,84127.4,83890.0,84085.9,468.75381278,39391301.4672471
2025-04-13 15:00:00,84086.0,84086.0,83600.0,83803.4,526.76677345,44183330.99362504
2025-04-13 15:15:00,83803.4,83919.3,83728.3,83794.7,449.06326379,37636851.24897188
2025-04-13 15:30:00,83798.9,83924.5,83616.0,83735.1,433.34313171,36304848.79386813
2025-04-13 15:45:00,83733.2,83870.5,83661.1,83850.9,316.83207122,26546567.45696644
2025-04-13 16:00:00,83850.8,84212.6,83838.8,84080.0,497.51825317,41805610.32752264
2025-04-13 16:15:00,84078.1,84428.9,84060.0,84275.0,461.19734864,38846690.89441229
2025-04-13 16:30:00,84292.0,84396.6,84152.2,84168.0,366.96977787,30920872.95041649
2025-04-13 16:45:00,84166.7,84266.5,84090.1,84221.7,424.49057915,35735592.25178973
2025-04-13 17:00:00,84221.7,84542.2,84000.0,84539.9,327.87780049,27681463.076435756
2025-04-13 17:15:00,84539.9,84996.6,84466.6,84715.9,570.20002521,48305997.95848561
2025-04-13 17:30:00,84724.0,84892.3,84466.6,84846.0,445.96327446,37781008.94493261
2025-04-13 17:45:00,84846.0,84924.5,84522.6,84766.6,419.66364857,35610177.757241145
2025-04-13 18:00:00,84764.1,84911.4,84505.8,84796.9,440.24837349,37324381.07722556
2025-04-13 18:15:00,84775.1,84779.8,84298.1,84577.5,346.36374322,29303142.9379088
2025-04-13 18:30:00,84560.0,84948.0,84423.0,84889.5,357.16419815,30278946.594923593
2025-04-13 18:45:00,84889.5,84899.8,84705.6,84728.2,317.77122524,26944499.50268893
2025-04-13 19:00:00,84728.2,84728.2,84332.1,84519.9,238.74284496,20169430.48110718
2025-04-13 19:15:00,84528.9,84583.3,84330.1,84483.9,370.34978517,31279143.445252284
2025-04-13 19:30:00,84483.9,84546.0,83000.0,83526.0,616.61990069,51727179.1095277
2025-04-13 19:45:00,83516.0,84084.1,83200.0,83982.4,458.85400376,38446902.36901462
2025-04-13 20:00:00,83983.3,84428.5,83773.9,84200.1,475.69621747,39999566.13391779
2025-04-13 20:15:00,84200.0,84381.1,84156.9,84179.3,486.992963,41041358.60967721
2025-04-13 20:30:00,84179.3,84203.5,83160.1,83419.5,555.7674062,46525140.2899252
2025-04-13 20:45:00,83419.5,83600.1,83267.7,83502.9,347.0850934,28957282.58250977
2025-04-13 21:00:00,83502.9,83502.9,83041.9,83378.6,423.31941678,35221809.10286365
2025-04-13 21:15:00,83374.3,83790.4,83185.1,83680.9,260.06261706,21700931.84408436
2025-04-13 21:30:00,83680.9,83818.0,83051.8,83274.1,336.89901496,28083505.371002328
2025-04-13 21:45:00,83268.5,83782.4,83253.5,83604.0,208.46141606,17400385.858525764
2025-04-13 22:00:00,83610.4,83857.2,83339.8,83374.9,400.16180871,33423196.722208265
2025-04-13 22:15:00,83355.7,83507.3,83272.1,83441.3,303.483923,25312974.299796272
2025-04-13 22:30:00,83410.4,83508.0,83168.0,83285.7,376.30608922,31353242.9551098
2025-04-13 22:45:00,83285.3,83503.9,83223.6,83329.8,255.37347078,21285405.032707125
2025-04-13 23:00:00,83329.9,83620.6,83172.5,83554.5,475.71877661,39682821.58982722
2025-04-13 23:15:00,83559.7,83684.4,83488.0,83621.5,320.5404514,26785668.729715705
2025-04-13 23:30:00,83621.5,83670.0,83333.3,83465.9,307.81308117,25717113.95084451
2025-04-13 23:45:00,83465.9,83833.3,83207.6,83758.0,297.25635536,24866209.80012271
2025-04-14 00:00:00,83758.1,84205.4,83683.4,84147.5,418.36364029,35086014.58426445
2025-04-14 00:15:00,84147.4,85117.9,84100.1,84772.0,505.72487459,42823018.608738646
2025-04-14 00:30:00,84773.3,85059.2,84487.8,84797.9,389.82712094,33039588.567714572
2025-04-14 00:45:00,84794.2,84820.6,84218.7,84323.9,356.08422858,30075240.067520455
2025-04-14 01:00:00,84329.4,84641.7,84250.0,84425.6,385.11044064,32521394.81506076
2025-04-14 01:15:00,84425.6,84561.7,84221.2,84550.0,446.41565306,37678845.30338108
2025-04-14 01:30:00,84550.0,84666.8,84349.0,84470.0,324.97791228,27464996.621245425
2025-04-14 01:45:00,84466.6,84500.0,84082.9,84230.1,360.40064487,30366404.676162656
2025-04-14 02:00:00,84230.2,84436.2,84015.0,84385.8,407.65249015,34329122.52552
2025-04-14 02:15:00,84383.8,85024.3,84317.0,85024.1,468.95766329,39666573.076668374
2025-04-14 02:30:00,85024.0,85534.6,84803.5,85281.8,594.50402396,50668389.418999
2025-04-14 02:45:00,85285.5,85500.0,85000.0,85122.8,412.90206116,35208153.455963
2025-04-14 03:00:00,85120.7,85127.0,84654.3,84770.0,379.63649389,32234005.012751937
2025-04-14 03:15:00,84770.0,84866.0,84595.0,84679.8,425.62643826,36067636.31816988
2025-04-14 03:30:00,84689.0,84793.4,84525.9,84664.4,346.24514158,29314007.05598065
2025-04-14 03:45:00,84665.6,84718.1,84457.1,84569.4,288.12453328,24370230.681383092
2025-04-14 04:00:00,84569.3,84693.7,84445.0,84462.4,266.58328789,22546469.906227447
2025-04-14 04:15:00,84462.3,84838.1,84425.7,84820.0,265.82547381,22496307.02249135
2025-04-14 04:30:00,84812.6,85010.8,84742.1,84995.4,254.09421822,21567063.72552009
2025-04-14 04:45:00,84995.4,85109.7,84870.2,84876.1,331.4583996,28174154.922046214
2025-04-14 05:00:00,84877.4,85150.0,84653.2,84655.4,242.72969111,20588387.225282047
2025-04-14 05:15:00,84656.7,84766.5,84624.7,84698.3,193.78606872,16410712.103852702
2025-04-14 05:30:00,84698.3,84755.3,84343.9,84372.7,396.55531991,33511892.71485804
2025-04-14 05:45:00,84372.8,84579.8,84347.5,84579.2,221.50348997,18711692.86790166
2025-04-14 06:00:00,84579.1,84592.7,84277.9,84443.1,306.35849324,25869264.276563544
2025-04-14 06:15:00,84434.1,84539.9,84322.2,84346.0,277.69761316,23448550.556206305
2025-04-14 06:30:00,84352.6,84584.8,84222.2,84544.1,242.52915876,20482071.12252412
2025-04-14 06:45:00,84544.1,84658.0,84510.1,84636.0,278.74410863,23581518.283728495
2025-04-14 07:00:00,84632.1,84790.1,84310.6,84315.3,404.33714787,34227056.59164206
2025-04-14 07:15:00,84315.2,84550.0,84243.6,84486.8,451.83927223,38144626.476799
2025-04-14 07:30:00,84486.8,84600.0,84379.5,84436.1,304.71557279,25743357.206359547
2025-04-14 07:45:00,84436.1,84637.5,84422.8,84586.1,300.40820525,25392024.24915671
2025-04-14 08:00:00,84586.1,84800.0,84454.0,84530.0,269.62696895,22823231.514589272
2025-04-14 08:15:00,84530.0,84659.8,84440.1,84617.7,323.30285288,27327691.198773164
2025-04-14 08:30:00,84616.0,84877.3,84481.5,84828.1,367.44152083,31111348.130423073
2025-04-14 08:45:00,84828.1,84961.9,84604.6,84766.0,305.79015222,25923720.275342196
2025-04-14 09:00:00,84766.0,84924.6,84688.8,84878.0,488.87770014,41465626.21364103
2025-04-14 09:15:00,84880.0,84985.3,84465.6,84500.1,420.89552404,35640764.18378821
2025-04-14 09:30:00,84500.0,84544.0,84316.4,84377.0,399.64832363,33738996.251668
2025-04-14 09:45:00,84377.7,84478.3,84254.1,84444.5,269.06384005,22699812.941564385
2025-04-14 10:00:00,84444.6,84610.0,84297.0,84410.0,304.50364112,25716142.999317694
2025-04-14 10:15:00,84411.3,84668.4,84290.0,84639.0,278.21665805,23515769.422510635
2025-04-14 10:30:00,84639.0,84780.0,84556.0,84772.2,511.23643185,43285225.1533151
2025-04-14 10:45:00,84772.2,84937.5,84759.4,84759.4,110.1113911,9334597.38184031
2025-04-14 11:00:00,84759.5,84916.6,84320.0,84808.0,298.05962601,25254676.67510685
2025-04-14 11:15:00,84808.0,84900.0,84589.0,84882.1,228.56511898,19383774.922307156
2025-04-14 11:30:00,84892.4,84963.9,84635.5,84826.0,127.10849216,10789427.442730019
2025-04-14 11:45:00,84960.0,84963.2,84346.6,84795.1,107.83066837,9148263.962954313
2025-04-14 12:00:00,84795.1,85000.0,84325.2,84835.7,66.4634285,5639299.711204675
2025-04-14 12:15:00,84948.2,85000.0,84192.3,84222.2,117.93927119,9994619.075497502
2025-04-14 12:30:00,84222.2,84927.0,84148.1,84238.3,76.78723296,6477785.357550085
2025-04-14 12:45:00,84238.3,85000.0,84206.8,84672.4,146.63927532,12400665.454885704
2025-04-14 13:00:00,84525.5,85000.0,84330.0,84857.2,139.07805586,11769187.062415298
2025-04-14 13:15:00,84857.2,84986.0,84460.3,84795.7,120.003048,10157393.577650871
2025-04-14 13:30:00,84795.7,84999.9,84590.6,84625.7,81.97176207,6944397.61704022
2025-04-14 13:45:00,84646.8,84729.0,84206.8,84599.7,122.00991858,10315924.519712701
2025-04-14 14:00:00,84599.7,84673.8,84450.0,84527.5,89.03481573,7531994.778025854
2025-04-14 14:15:00,84535.0,85108.0,84400.0,85076.1,523.15895715,44349616.94804695
2025-04-14 14:30:00,85076.1,85730.6,84801.5,85520.7,711.45541565,60668096.09451377
2025-04-14 14:45:00,85521.8,85807.7,85362.0,85415.3,622.59103242,53331498.70195494
2025-04-14 15:00:00,85415.3,85554.7,84493.3,84557.0,680.98891213,57755905.91234712
2025-04-14 15:15:00,84557.0,84852.0,84427.6,84544.6,542.32055502,45927143.79423848
2025-04-14 15:30:00,84552.0,84785.0,83818.3,84249.9,670.03002438,56525048.5103378
2025-04-14 15:45:00,84250.0,84278.0,83653.8,84110.0,1017.86555978,85548153.84765895
2025-04-14 16:00:00,84112.6,84357.4,83669.0,84086.0,655.93635713,55187387.95391426
2025-04-14 16:15:00,84087.9,84500.0,83999.9,84229.9,720.32305238,60689343.5354522
2025-04-14 16:30:00,84266.6,84656.2,84136.1,84656.2,603.21604376,50931987.7368673
2025-04-14 16:45:00,84656.2,84852.0,84333.3,84344.7,475.7335894,40209051.757085145
2025-04-14 17:00:00,84339.9,84666.8,84330.2,84421.5,573.03943098,48379062.66086317
2025-04-14 17:15:00,84421.1,84628.2,84121.8,84531.9,364.28565129,30763181.312401425
2025-04-14 17:30:00,84520.0,84898.0,84287.5,84593.7,443.89103793,37526208.53157795
